Species	inBoxMovingMode	Artifact	Move Items?
20E5	BE	Bad egg	No
20E6	08	Bad egg	No
20E7	25	Bad egg	No
20E8	94	Bad egg	No
20E9	CC	Bad egg	No
20EA	08	Bad egg	No
20EB	25	Bad egg	No
20EC	95	Bad egg	No
20ED	D6	Bad egg	No
20EE	08	Bad egg	No
20EF	25	Bad egg	No
20F0	96	Bad egg	No
20F1	D4	Bad egg	No
20F2	08	Bad egg	No
268A	20	Bad egg	No
268B	50	Bad egg	No
268C	20	Bad egg	No
268D	5A	Bad egg	No
268E	20	Bad egg	No
268F	59	Bad egg	No
2690	20	Bad egg	No
2691	50	Bad egg	No
2692	20	Bad egg	No
2693	5B	Bad egg	No
2694	20	Bad egg	No
2695	58	Bad egg	No
2696	20	Bad egg	No
28E0	35	Bad egg	No
28E3	35	Bad egg	No
28E4	35	Bad egg	No
28E6	37	Bad egg	No
28E7	36	Bad egg	No
28EA	35	Bad egg	No
28EB	35	Bad egg	No
28EC	35	Bad egg	No
28ED	35	Bad egg	No
28EE	35	Bad egg	No
28EF	35	Bad egg	No
28F0	35	Bad egg	No
28F1	35	Bad egg	No
28F2	35	Bad egg	No
28F3	35	Bad egg	No
28F4	35	Bad egg	No
28F5	35	Bad egg	No
28F6	35	Bad egg	No
28F8	36	Bad egg	No
28FC	37	Bad egg	No
28FE	37	Bad egg	No
28FF	35	Bad egg	No
2900	28	Bad egg	No
2901	28	Bad egg	No
2902	28	Bad egg	No
2903	35	Bad egg	No
2904	37	Bad egg	No
2905	35	Bad egg	No
2906	35	Bad egg	No
2907	35	Bad egg	No
2909	36	Bad egg	No
290C	37	Bad egg	No
290D	35	Bad egg	No
290E	35	Bad egg	No
290F	35	Bad egg	No
2910	35	Bad egg	No
2911	35	Bad egg	No
2915	36	Bad egg	No
2918	28	Bad egg	No
2919	28	Bad egg	No
291E	37	Bad egg	No
2927	37	Bad egg	No
2929	36	Bad egg	No
292A	35	Bad egg	No
292B	35	Bad egg	No
292C	35	Bad egg	No
292D	35	Bad egg	No
292E	35	Invisible bad egg	No
292F	35	Bad egg	No
2930	35	Invisible bad egg	No
2931	37	Invisible bad egg	No
2933	36	Bad egg	No
2937	37	Bad egg	No
293B	35	Invisible bad egg	No
293C	35	Bad egg	No
293D	35	Bad egg	No
293E	35	Invisible bad egg	No
293F	35	Invisible bad egg	No
2940	37	Invisible bad egg	No
2941	36	Invisible bad egg	No
2942	28	Invisible bad egg	No
2943	35	Bad egg	No
2944	35	Bad egg	No
2945	35	Bad egg	No
2946	35	Bad egg	No
2948	28	Bad egg	No
294B	35	Bad egg	No
294C	35	Invisible bad egg	No
2950	28	Bad egg	No
2951	28	Bad egg	No
2957	37	Bad egg	No
295B	28	Bad egg	No
295C	35	Bad egg	No
295D	36	Bad egg	No
295E	36	Bad egg	No
295F	35	Bad egg	No
2960	35	Bad egg	No
2961	35	Bad egg	No
2962	35	Invisible bad egg	No
2963	35	Invisible bad egg	No
2964	35	Invisible bad egg	No
2965	35	Bad egg	No
2966	35	Bad egg	No
2967	35	Bad egg	No
2968	35	Bad egg	No
2969	35	Bad egg	No
296D	37	Bad egg	No
2970	28	Bad egg	No
2971	35	Invisible bad egg	No
2974	37	Invisible bad egg	No
2975	35	Bad egg	No
2976	35	Bad egg	No
2977	35	Bad egg	No
2978	35	Bad egg	No
2979	35	Bad egg	No
297A	35	Bad egg	No
297B	36	Bad egg	No
297C	35	Bad egg	No
297D	35	Bad egg	No
297E	35	Bad egg	No
297F	35	Bad egg	No
2980	35	Bad egg	No
2981	35	Bad egg	No
2983	35	Bad egg	No
2985	35	Bad egg	No
2987	28	Bad egg	No
298D	36	Bad egg	No
298E	35	Bad egg	No
298F	35	Bad egg	No
2991	37	Bad egg	No
2992	36	Bad egg	No
2993	35	Bad egg	No
2994	35	Bad egg	No
2995	35	Bad egg	No
2996	36	Bad egg	No
299F	28	Bad egg	No
29A4	35	Bad egg	No
29A5	28	Bad egg	No
29A6	37	Bad egg	No
29A7	36	Bad egg	No
29AA	35	Bad egg	No
29AB	35	Bad egg	No
29AC	35	Bad egg	No
29AD	36	Bad egg	No
29AE	35	Invisible bad egg	No
29AF	35	Bad egg	No
29B0	35	Bad egg	No
29B1	35	Bad egg	No
29B2	35	Bad egg	No
29B3	35	Bad egg	No
29B4	35	Bad egg	No
29B5	35	Bad egg	No
29B6	35	Bad egg	No
29B7	37	Bad egg	No
29B8	36	Invisible bad egg	No
29C1	36	Bad egg	No
29C7	35	Bad egg	No
29C8	36	Bad egg	No
29C9	36	Bad egg	No
29CD	35	Bad egg	No
29CE	35	Bad egg	No
29CF	35	Bad egg	No
29D0	37	Bad egg	No
29D1	37	Bad egg	No
29D2	28	Bad egg	No
29D3	35	Bad egg	No
29D4	35	Bad egg	No
29D5	35	Bad egg	No
29D6	36	Bad egg	No
29D7	28	Bad egg	No
29D8	35	Bad egg	No
29D9	35	Bad egg	No
29DA	37	Bad egg	No
29DB	37	Invisible bad egg	No
29DE	36	Bad egg	No
29E6	20	Bad egg	No
29EC	24	Bad egg	No
29F2	24	Bad egg	No
29F8	24	Bad egg	No
29FD	4E	Bad egg	No
2A03	4F	Bad egg	No
2A09	4F	Bad egg	No
2A0F	4F	Bad egg	No
2A15	4F	Bad egg	No
2A1A	20	Bad egg	No
2A1B	4E	Bad egg	No
2A20	20	Bad egg	No
2A26	20	Bad egg	No
2A2C	24	Bad egg	No
2A32	24	Bad egg	No
2A38	24	Bad egg	No
2A3D	4E	Bad egg	No
2A43	4F	Bad egg	No
2A49	4F	Bad egg	No
2A4F	4F	Bad egg	No
2A55	4F	Bad egg	No
2AA0	0B	Nothing	No
2AA1	0B	Nothing	No
2AA3	0B	Nothing	No
2AA4	19	Nothing	No
2AA5	21	Nothing	No
2AA6	27	Nothing	No
2AA7	2C	Nothing	No
2AAA	0B	Nothing	No
2AAB	04	Nothing	No
2AAC	04	Nothing	No
2AAE	0B	Nothing	No
2AAF	52	Nothing	No
2AB0	0B	Nothing	No
2AB1	0B	Nothing	No
2AB3	0B	Nothing	No
2AB4	63	Nothing	No
2CA7	11	Bad egg	No
2CA8	11	Bad egg	No
2CA9	11	Bad egg	No
2CB0	11	Invisible bad egg	No
2CB1	11	Invisible bad egg	No
2CB2	11	Invisible bad egg	No
2CB3	11	Invisible bad egg	No
2CB4	11	Bad egg	No
2CB5	11	Bad egg	No
2CB6	11	Invisible bad egg	No
2CB7	11	Bad egg	No
2CB8	11	Bad egg	No
2CB9	11	Bad egg	No
2CBA	11	Bad egg	No
2CBB	11	Bad egg	No
2CBC	11	Bad egg	No
2CBD	11	Bad egg	No
2CBE	11	Bad egg	No
2CBF	11	Bad egg	No
2CC0	11	Bad egg	No
2CFA	30	Bad egg	No
2CFB	84	Bad egg	No
2D00	30	Bad egg	No
2D01	93	Bad egg	No
2D05	90	Bad egg	No
2D06	38	Bad egg	No
2D07	92	Bad egg	No
2D0B	81	Bad egg	No
2D0C	38	Bad egg	No
2D0D	81	Bad egg	No
2E38	20	Nothing	No
2E39	20	Nothing	No
2E3A	20	Nothing	No
2E3B	20	Nothing	No
2E3C	20	Nothing	No
2E3D	20	Nothing	No
2E3E	20	Nothing	No
2E3F	20	Nothing	No
2E40	20	Nothing	No
2E41	28	Nothing	No
2E42	21	Nothing	No
2E43	21	Nothing	No
2E44	20	Nothing	No
2E45	20	Nothing	No
2E46	28	Nothing	No
2E47	21	Nothing	No
2E48	2B	Nothing	No
2E49	27	Nothing	No
2E4A	20	Nothing	No
2E4B	2A	Nothing	No
2E4C	21	Nothing	No
2E4D	27	Nothing	No
2E4E	21	Nothing	No
2E4F	29	Nothing	No
2E50	21	Invisible bad egg	No
2E51	21	Invisible bad egg	No
2E52	29	Invisible bad egg	No
2E53	29	Invisible bad egg	No
2E54	29	Bad egg	No
2E55	28	Bad egg	No
2E56	21	Invisible bad egg	No
2E57	21	Bad egg	No
2E58	29	Bad egg	No
2E59	29	Bad egg	No
2E5A	28	Bad egg	No
2E5B	28	Bad egg	No
2E5C	21	Bad egg	No
2E5D	29	Bad egg	No
2E5E	29	Bad egg	No
2E5F	29	Bad egg	No
2E60	27	Bad egg	No
2E61	28	Bad egg	No
2E62	21	Bad egg	No
2E63	29	Bad egg	No
2E64	29	Bad egg	No
2E65	28	Bad egg	No
2E66	27	Bad egg	No
2E67	28	Bad egg	No
2E68	21	Bad egg	No
2E69	29	Bad egg	No
2E6A	29	Bad egg	No
2E6B	28	Bad egg	No
2E6C	27	Bad egg	No
2E6D	21	Bad egg	No
2E6E	21	Bad egg	No
2E6F	29	Bad egg	No
2E70	29	Bad egg	No
2E71	29	Bad egg	No
2E72	29	Bad egg	No
2E73	28	Bad egg	No
2E74	2A	Bad egg	No
2E75	29	Bad egg	No
2E76	21	Bad egg	No
2E77	21	Bad egg	No
2E78	20	Bad egg	No
2E79	20	Bad egg	No
2E7A	20	Bad egg	No
2E7B	21	Bad egg	No
2E7C	21	Bad egg	No
2E7D	21	Bad egg	No
2E7E	20	Bad egg	No
2E7F	20	Bad egg	No
2E80	20	Bad egg	No
2E81	20	Bad egg	No
2E82	20	Bad egg	No
2E83	2B	Bad egg	No
2E84	20	Bad egg	No
2E85	20	Bad egg	No
2E86	20	Bad egg	No
2E87	20	Bad egg	No
2E88	20	Bad egg	No
2E89	20	Bad egg	No
2E8A	2B	Bad egg	No
2E8B	20	Bad egg	No
2E8C	25	Bad egg	No
2E8D	20	Bad egg	No
2E8E	20	Bad egg	No
2E8F	2B	Bad egg	No
2E90	2B	Bad egg	No
2E91	20	Bad egg	No
2E92	20	Bad egg	No
2E93	25	Bad egg	No
2E94	20	Bad egg	No
2E95	20	Bad egg	No
2E96	20	Bad egg	No
2E97	20	Bad egg	No
2E98	20	Bad egg	No
2E99	20	Bad egg	No
2E9A	28	Bad egg	No
2E9B	2B	Bad egg	No
2E9C	21	Bad egg	No
2E9D	27	Bad egg	No
2E9E	29	Bad egg	No
2E9F	29	Bad egg	No
2EA0	21	Bad egg	No
2EA1	21	Bad egg	No
2EA2	29	Bad egg	No
2EA3	29	Bad egg	No
2EA4	29	Bad egg	No
2EA5	29	Bad egg	No
2EA6	29	Bad egg	No
2EA7	29	Bad egg	No
2EA8	29	Bad egg	No
2EA9	29	Bad egg	No
2EAA	28	Bad egg	No
2EAB	29	Bad egg	No
2EAC	28	Bad egg	No
2EAD	27	Bad egg	No
2EAE	27	Bad egg	No
2EAF	28	Bad egg	No
2EB0	25	Bad egg	No
2EB1	25	Bad egg	No
2EB2	25	Bad egg	No
2EB3	27	Bad egg	No
2EB4	27	Bad egg	No
2EB5	25	Bad egg	No
2EB6	25	Bad egg	No
2EB7	25	Bad egg	No
2EB8	27	Bad egg	No
2EB9	27	Bad egg	No
2EBA	27	Bad egg	No
2EBB	25	Bad egg	No
2EBC	25	Bad egg	No
2EBD	25	Bad egg	No
2EBE	27	Bad egg	No
2EBF	27	Bad egg	No
2EC0	28	Bad egg	No
2EC1	25	Bad egg	No
2EC2	25	Bad egg	No
2EC3	25	Bad egg	No
2EC4	27	Bad egg	No
2EC5	27	Bad egg	No
2EC6	28	Bad egg	No
2EC7	25	Bad egg	No
2EC8	25	Bad egg	No
2EC9	25	Bad egg	No
2ECA	28	Bad egg	No
2ECB	27	Bad egg	No
2ECC	28	Bad egg	No
2ECD	25	Bad egg	No
2ECE	25	Bad egg	No
2ECF	25	Bad egg	No
2ED0	25	Bad egg	No
2ED1	29	Bad egg	No
2ED2	29	Bad egg	No
2ED3	28	Bad egg	No
2ED4	29	Bad egg	No
2ED5	21	Bad egg	No
2ED6	21	Bad egg	No
2ED7	21	Bad egg	No
2ED8	29	Bad egg	No
2ED9	2B	Bad egg	No
2EDA	29	Bad egg	No
2EDB	27	Bad egg	No
2EDC	27	Bad egg	No
2EDD	29	Bad egg	No
2EDE	29	Bad egg	No
2EDF	29	Bad egg	No
2EE0	29	Bad egg	No
2EE1	20	Bad egg	No
2EE2	20	Bad egg	No
2EE3	20	Bad egg	No
2EE4	20	Bad egg	No
2EE5	28	Bad egg	No
2EE6	20	Bad egg	No
2EE7	2B	Bad egg	No
2EE8	20	Bad egg	No
2EE9	26	Bad egg	No
2EEA	2B	Bad egg	No
2EEB	20	Bad egg	No
2EEC	28	Bad egg	No
2EED	28	Bad egg	No
2EEE	25	Bad egg	No
2EEF	20	Bad egg	No
2EF0	26	Bad egg	No
2EF1	28	Bad egg	No
2EF2	20	Bad egg	No
2EF3	20	Bad egg	No
2EF4	20	Bad egg	No
2EF5	20	Bad egg	No
2EF6	20	Bad egg	No
2EF7	2B	Bad egg	No
2EF8	21	Bad egg	No
2EF9	29	Bad egg	No
2EFA	29	Bad egg	No
2EFB	29	Bad egg	No
2EFC	29	Bad egg	No
2EFD	21	Bad egg	No
2EFE	29	Bad egg	No
2EFF	29	Bad egg	No
2F00	25	Bad egg	No
2F01	26	Bad egg	No
2F02	29	Bad egg	No
2F03	2B	Bad egg	No
2F04	28	Bad egg	No
2F05	29	Bad egg	No
2F06	29	Bad egg	No
2F07	27	Bad egg	No
2F08	29	Bad egg	No
2F09	28	Bad egg	No
2F0A	25	Bad egg	No
2F0B	25	Bad egg	No
2F0C	25	Bad egg	No
2F0D	25	Bad egg	No
2F0E	25	Bad egg	No
2F0F	25	Bad egg	No
2F10	25	Bad egg	No
2F11	25	Bad egg	No
2F12	25	Bad egg	No
2F13	25	Bad egg	No
2F14	25	Bad egg	No
2F15	25	Bad egg	No
2F16	25	Bad egg	No
2F17	25	Bad egg	No
2F18	25	Bad egg	No
2F19	25	Bad egg	No
2F1A	25	Bad egg	No
2F1B	25	Bad egg	No
2F1C	25	Bad egg	No
2F1D	25	Bad egg	No
2F1E	25	Bad egg	No
2F1F	25	Bad egg	No
2F20	25	Bad egg	No
2F21	25	Bad egg	No
2F22	25	Bad egg	No
2F23	25	Bad egg	No
2F24	25	Bad egg	No
2F25	25	Bad egg	No
2F26	25	Bad egg	No
2F27	25	Bad egg	No
2F28	25	Bad egg	No
2F29	25	Bad egg	No
2F2A	25	Bad egg	No
2F2B	25	Bad egg	No
2F2C	25	Bad egg	No
2F2D	28	Bad egg	No
2F2E	29	Bad egg	No
2F2F	29	Bad egg	No
2F30	27	Bad egg	No
2F31	29	Bad egg	No
2F32	29	Bad egg	No
2F33	29	Bad egg	No
2F34	29	Bad egg	No
2F35	29	Bad egg	No
2F36	29	Bad egg	No
2F37	29	Bad egg	No
2F38	29	Bad egg	No
2F39	29	Bad egg	No
2F3A	29	Bad egg	No
2F3B	29	Bad egg	No
2F3C	29	Bad egg	No
2F3D	29	Bad egg	No
2F3E	20	Bad egg	No
2F3F	20	Bad egg	No
2F40	28	Bad egg	No
2F41	20	Bad egg	No
2F42	20	Bad egg	No
2F43	28	Bad egg	No
2F44	25	Bad egg	No
2F45	20	Bad egg	No
2F46	29	Bad egg	No
2F47	2B	Bad egg	No
2F48	28	Bad egg	No
2F49	2B	Bad egg	No
2F4A	20	Bad egg	No
2F4B	25	Bad egg	No
2F4C	26	Bad egg	No
2F4D	2B	Bad egg	No
2F4E	2B	Bad egg	No
2F4F	28	Bad egg	No
2F50	20	Bad egg	No
2F51	20	Bad egg	No
2F52	21	Bad egg	No
2F53	20	Bad egg	No
2F54	28	Bad egg	No
2F55	21	Bad egg	No
2F56	29	Bad egg	No
2F57	2B	Bad egg	No
2F58	29	Bad egg	No
2F59	29	Bad egg	No
2F5A	29	Bad egg	No
2F5B	25	Bad egg	No
2F5C	2B	Bad egg	No
2F5D	26	Bad egg	No
2F5E	2B	Bad egg	No
2F5F	29	Bad egg	No
2F60	26	Bad egg	No
2F61	28	Bad egg	No
2F62	28	Bad egg	No
2F63	29	Bad egg	No
2F64	27	Bad egg	No
2F65	29	Bad egg	No
2F66	25	Bad egg	No
2F67	25	Bad egg	No
2F68	25	Bad egg	No
2F69	25	Bad egg	No
2F6A	25	Bad egg	No
2F6B	25	Bad egg	No
2F6C	25	Bad egg	No
2F6D	25	Bad egg	No
2F6E	25	Bad egg	No
2F6F	25	Bad egg	No
2F70	25	Bad egg	No
2F71	25	Bad egg	No
2F72	25	Bad egg	No
2F73	25	Bad egg	No
2F74	25	Bad egg	No
2F75	25	Bad egg	No
2F76	25	Bad egg	No
2F77	25	Bad egg	No
2F78	25	Bad egg	No
2F79	25	Bad egg	No
2F7A	25	Bad egg	No
2F7B	25	Bad egg	No
2F7C	25	Bad egg	No
2F7D	25	Bad egg	No
2F7E	25	Bad egg	No
2F7F	25	Bad egg	No
2F80	25	Bad egg	No
2F81	25	Bad egg	No
2F82	25	Bad egg	No
2F83	25	Bad egg	No
2F84	25	Bad egg	No
2F85	25	Bad egg	No
2F86	25	Bad egg	No
2F87	25	Bad egg	No
2F88	25	Bad egg	No
2F89	25	Bad egg	No
2F8A	29	Bad egg	No
2F8B	27	Bad egg	No
2F8C	29	Bad egg	No
2F8D	28	Bad egg	No
2F8E	28	Bad egg	No
2F8F	29	Bad egg	No
2F90	25	Bad egg	No
2F91	26	Bad egg	No
2F92	29	Bad egg	No
2F93	2B	Bad egg	No
2F94	2B	Bad egg	No
2F95	29	Bad egg	No
2F96	2B	Bad egg	No
2F97	2B	Bad egg	No
2F98	2B	Bad egg	No
2F99	29	Bad egg	No
2F9A	21	Bad egg	No
2F9B	28	Bad egg	No
2F9C	20	Bad egg	No
2F9D	29	Bad egg	No
2F9E	20	Bad egg	No
2F9F	20	Bad egg	No
2FA0	29	Bad egg	No
2FA1	2B	Bad egg	No
2FA2	2B	Bad egg	No
2FA3	29	Bad egg	No
2FA4	2B	Bad egg	No
2FA5	20	Bad egg	No
2FA6	28	Bad egg	No
2FA7	28	Bad egg	No
2FA8	2B	Bad egg	No
2FA9	2B	Bad egg	No
2FAA	20	Bad egg	No
2FAB	2B	Bad egg	No
2FAC	28	Bad egg	No
2FAD	20	Bad egg	No
2FAE	20	Bad egg	No
2FAF	21	Bad egg	No
2FB0	20	Bad egg	No
2FB1	28	Bad egg	No
2FB2	21	Bad egg	No
2FB3	29	Bad egg	No
2FB4	29	Bad egg	No
2FB5	29	Bad egg	No
2FB6	29	Bad egg	No
2FB7	29	Bad egg	No
2FB8	2B	Bad egg	No
2FB9	29	Bad egg	No
2FBA	29	Bad egg	No
2FBB	29	Bad egg	No
2FBC	29	Bad egg	No
2FBD	29	Bad egg	No
2FBE	25	Bad egg	No
2FBF	27	Bad egg	No
2FC0	29	Bad egg	No
2FC1	27	Bad egg	No
2FC2	28	Bad egg	No
2FC3	29	Bad egg	No
2FC4	25	Bad egg	No
2FC5	25	Bad egg	No
2FC6	25	Bad egg	No
2FC7	25	Bad egg	No
2FC8	25	Bad egg	No
2FC9	25	Bad egg	No
2FCA	25	Bad egg	No
2FCB	25	Bad egg	No
2FCC	25	Bad egg	No
2FCD	25	Bad egg	No
2FCE	25	Bad egg	No
2FCF	25	Bad egg	No
2FD0	25	Bad egg	No
2FD1	25	Bad egg	No
2FD2	25	Bad egg	No
2FD3	25	Bad egg	No
2FD4	25	Bad egg	No
2FD5	25	Bad egg	No
2FD6	25	Bad egg	No
2FD7	25	Bad egg	No
2FD8	25	Bad egg	No
2FD9	25	Bad egg	No
2FDA	25	Bad egg	No
2FDB	25	Bad egg	No
2FDC	25	Bad egg	No
2FDD	25	Bad egg	No
2FDE	25	Bad egg	No
2FDF	25	Bad egg	No
2FE0	25	Bad egg	No
2FE1	25	Bad egg	No
2FE2	25	Bad egg	No
2FE3	25	Bad egg	No
2FE4	25	Bad egg	No
2FE5	25	Bad egg	No
2FE6	25	Bad egg	No
2FE7	29	Bad egg	No
2FE8	27	Bad egg	No
2FE9	28	Bad egg	No
2FEA	29	Bad egg	No
2FEB	27	Bad egg	No
2FEC	29	Bad egg	No
2FED	29	Bad egg	No
2FEE	29	Bad egg	No
2FEF	29	Bad egg	No
2FF0	29	Bad egg	No
2FF1	29	Bad egg	No
2FF2	21	Bad egg	No
2FF3	29	Bad egg	No
2FF4	29	Bad egg	No
2FF5	29	Bad egg	No
2FF6	29	Bad egg	No
2FF7	29	Bad egg	No
2FF8	29	Bad egg	No
2FF9	20	Bad egg	No
2FFA	20	Bad egg	No
2FFB	2B	Bad egg	No
2FFC	20	Bad egg	No
2FFD	21	Bad egg	No
2FFE	25	Bad egg	No
2FFF	27	Bad egg	No
3000	25	Bad egg	No
3001	28	Bad egg	No
3002	27	Bad egg	No
3003	25	Bad egg	No
3004	28	Bad egg	No
3005	28	Bad egg	No
3006	28	Bad egg	No
3007	28	Bad egg	No
3008	28	Bad egg	No
3009	28	Bad egg	No
300A	21	Bad egg	No
300B	20	Bad egg	No
300C	28	Bad egg	No
300D	20	Bad egg	No
300E	20	Bad egg	No
300F	28	Bad egg	No
3010	29	Bad egg	No
3011	29	Bad egg	No
3012	2B	Bad egg	No
3013	29	Bad egg	No
3014	29	Bad egg	No
3015	2B	Bad egg	No
3016	2B	Bad egg	No
3017	26	Bad egg	No
3018	29	Bad egg	No
3019	29	Bad egg	No
301A	2B	Bad egg	No
301B	29	Bad egg	No
301C	27	Bad egg	No
301D	2B	Bad egg	No
301E	28	Bad egg	No
301F	27	Bad egg	No
3020	2B	Bad egg	No
3021	25	Bad egg	No
3022	25	Bad egg	No
3023	25	Bad egg	No
3024	28	Bad egg	No
3025	27	Bad egg	No
3026	27	Bad egg	No
3027	25	Bad egg	No
3028	25	Bad egg	No
3029	25	Bad egg	No
302A	28	Bad egg	No
302B	27	Bad egg	No
302C	27	Bad egg	No
302D	25	Bad egg	No
302E	25	Bad egg	No
302F	25	Bad egg	No
3030	27	Bad egg	No
3031	27	Bad egg	No
3032	27	Bad egg	No
3033	25	Bad egg	No
3034	25	Bad egg	No
3035	28	Bad egg	No
3036	27	Bad egg	No
3037	27	Bad egg	No
3038	25	Bad egg	No
3039	25	Bad egg	No
303A	25	Bad egg	No
303B	28	Bad egg	No
303C	27	Bad egg	No
303D	27	Bad egg	No
303E	25	Bad egg	No
303F	25	Bad egg	No
3040	25	Bad egg	No
3041	28	Bad egg	No
3042	27	Bad egg	No
3043	27	Bad egg	No
3044	29	Bad egg	No
3045	28	Bad egg	No
3046	27	Bad egg	No
3047	29	Bad egg	No
3048	27	Bad egg	No
3049	28	Bad egg	No
304A	2B	Bad egg	No
304B	2B	Bad egg	No
304C	2B	Bad egg	No
304D	2B	Bad egg	No
304E	2B	Bad egg	No
304F	2B	Bad egg	No
3050	21	Bad egg	No
3051	29	Bad egg	No
3052	29	Bad egg	No
3053	29	Bad egg	No
3054	29	Bad egg	No
3055	21	Bad egg	No
3056	28	Bad egg	No
3057	20	Bad egg	No
3058	29	Bad egg	No
3059	20	Bad egg	No
305A	20	Bad egg	No
3067	20	Bad egg	No
3068	20	Bad egg	No
3069	20	Bad egg	No
306A	20	Bad egg	No
306B	20	Bad egg	No
306C	20	Bad egg	No
306D	28	Bad egg	No
306E	28	Bad egg	No
306F	28	Bad egg	No
3070	20	Bad egg	No
3071	20	Bad egg	No
3072	20	Bad egg	No
3073	29	Bad egg	No
3074	29	Bad egg	No
3075	28	Bad egg	No
3076	28	Bad egg	No
3077	28	Bad egg	No
3078	29	Invisible bad egg	No
3079	28	Bad egg	No
307A	27	Nothing	No
307B	29	Nothing	No
307C	29	Nothing	No
307D	28	Nothing	No
307E	27	Invisible bad egg	No
307F	27	Invisible bad egg	No
3080	27	Invisible bad egg	No
3081	27	Invisible bad egg	No
3082	28	Bad egg	No
3083	29	Bad egg	No
3084	27	Bad egg	No
3085	21	Bad egg	No
3086	27	Bad egg	No
3087	27	Bad egg	No
3088	29	Bad egg	No
3089	29	Bad egg	No
308A	21	Bad egg	No
308B	21	Bad egg	No
308C	27	Bad egg	No
308D	27	Bad egg	No
308E	28	Bad egg	No
308F	29	Bad egg	No
3090	21	Bad egg	No
3091	21	Bad egg	No
3092	27	Bad egg	No
3093	27	Bad egg	No
3094	28	Bad egg	No
3095	27	Bad egg	No
3096	21	Bad egg	No
3097	21	Bad egg	No
3098	27	Bad egg	No
3099	28	Bad egg	No
309A	29	Bad egg	No
309B	27	Bad egg	No
309C	27	Bad egg	No
309D	27	Bad egg	No
